,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
105,300709,精研科技,2.45,35.36,6.07,49.33,2.62,16155.14,34.96,,09-21
106,603829,洛凯股份,0.44,15.79,2.62,17.71,0.21,5220.58,20.64,,09-20
107,300707,威唐工业,0.93,41.77,4.2,24.86,0.97,5443.84,49.72,,09-20
108,002905,金逸影视,1.55,-20.51,,25.51,3.5,19547.7,-20.62,,09-20
109,300708,聚灿光电,0.31,151.6,2.43,13.68,0.65,6060.85,158.82,,09-19
110,002903,宇环数控,1.07,256.67,3.86,31.48,0.99,8036.58,256.45,,09-18
111,603499,翔港科技,0.6,6.04,3.44,19.22,1.28,4527.14,6.05,,09-18
112,603110,东方材料,0.79,-4.82,,21.01,0.88,6104.79,-4.03,,09-18
113,002906,华阳集团,0.74,64.44,,13.05,,29500.54,62.83,,09-18
114,603103,横店影视,0.89,3.49,2.38,43.78,1.45,35601.79,3.38,,09-13
115,603136,天目湖,1.15,27.78,,24.57,3.49,6928.83,28.23,,09-13
116,300706,阿石创,0.61,19.61,3.45,19.5,0.28,3602.55,36.77,,09-13
117,002902,铭普光磁,0.86,11.69,5.14,18.34,0.89,9065.2,12.01,,09-12
118,300705,九典制药,0.63,14.55,3.68,17.93,0.63,5452.73,22.14,,09-12
119,603367,辰欣药业,0.7,0.0,,11.28,0.83,24688.19,0.01,,09-11
120,603378,亚士创能,0.84,5.0,4.07,22.98,0.9,12240.08,5.03,,09-11
121,601086,国芳集团,0.18,-14.29,2.34,8.1,0.47,9183.12,-12.0,,09-11
122,300703,创源文化,1.26,106.56,3.14,48.8,1.48,7557.78,108.1,,09-06
123,603363,傲农生物,0.25,150.0,1.31,21.39,0.36,9137.55,170.53,,09-05
124,300654,世纪天鸿,0.45,-6.25,3.55,13.48,0.92,3131.85,-7.71,,09-05
125,603157,拉夏贝尔,1.08,-12.2,,15.46,1.43,53196.3,-13.54,,09-05
126,002901,大博医疗,0.61,3.39,1.59,41.87,0.58,21932.82,16.35,,09-05
127,603922,金鸿顺,1.11,30.59,5.28,23.44,1.12,10638.45,30.68,,09-04
128,600903,贵州燃气,0.15,114.29,3.26,6.73,0.5,9957.56,117.62,,09-04
129,603963,大理药业,0.83,-17.0,,28.38,1.18,6216.57,-0.2,,09-04
130,002900,哈三联,1.11,5.71,5.11,22.69,1.46,17518.28,5.34,,09-04
131,603055,台华新材,0.47,422.22,2.91,17.64,1.66,22755.82,449.71,,09-01
132,603106,恒银金融,0.69,1.47,3.49,21.78,0.45,14390.75,1.82,,08-31
133,300701,森霸传感,0.78,30.0,2.85,30.46,0.97,4684.21,29.73,,08-31
134,300702,天宇股份,1.36,142.86,6.75,22.25,1.83,12233.77,142.95,,08-30
135,603533,掌阅科技,0.21,110.0,,11.16,0.45,7720.96,161.14,,08-30
136,002899,英派斯,0.95,11.76,4.82,21.42,1.01,8518.96,11.83,,08-28
137,603321,梅轮电梯,0.39,-20.41,2.18,20.38,0.22,9061.55,-19.17,,08-28
138,603648,畅联股份,0.47,0.0,3.13,16.27,0.47,13041.71,9.47,,08-24
139,300700,岱勒新材,0.64,30.61,3.81,18.22,0.3,3929.99,28.59,,08-22
140,603386,广东骏亚,0.4,-2.44,,25.45,0.48,6043.95,-2.76,,08-22
141,002898,赛隆药业,0.51,-7.64,2.12,25.65,0.66,6124.87,-3.27,,08-21
142,603277,银都股份,0.72,44.0,,46.45,0.63,24197.6,44.06,10派0.75,08-21
143,002897,意华股份,1.24,16.98,6.68,20.22,1.47,9910.4,16.95,,08-21
144,603882,金域医学,0.44,15.79,2.83,16.75,0.75,17003.52,29.37,,08-21
145,603527,众源新材,0.8,19.4,4.05,21.61,0.76,7448.5,21.23,10派2.2,08-16
146,300697,电工合金,0.46,2.7,3.28,16.49,-0.65,5485.46,2.83,,08-16
147,002896,中大力德,0.78,44.44,4.55,18.73,1.37,4675.58,53.17,,08-16
148,300699,光威复材,0.72,12.5,5.12,15.19,0.07,19934.3,13.01,,08-15
149,603500,祥和实业,0.78,-21.21,3.82,22.79,0.81,7412.32,-16.98,,08-15
150,603183,建研院,0.83,22.06,4.98,18.17,0.75,5497.37,32.12,,08-15
151,300698,万马科技,0.37,8.82,1.83,22.34,0.16,3691.57,9.33,,08-14
152,300696,爱乐达,1.32,29.41,5.53,26.5,0.12,6818.36,35.3,,08-09
153,603079,圣达生物,1.02,-29.66,,12.98,1.22,6093.56,-29.72,,08-09
154,603813,原尚股份,0.62,14.81,4.88,13.56,0.79,4095.34,26.29,,08-08
155,002893,华通热力,0.55,0.0,3.6,15.78,2.4,4947.82,-0.2,,08-07
156,603127,昭衍新药,0.84,5.0,4.24,22.1,1.94,5169.25,5.12,,08-07
157,002895,川恒股份,0.34,4.27,,8.2,0.52,12233.42,4.26,,08-07
158,300695,兆丰股份,3.97,76.44,9.31,46.35,3.91,19866.78,76.25,,08-07
159,300693,盛弘股份,0.93,27.4,3.68,29.5,0.19,6386.16,48.5,,07-31
160,002892,科力尔,1.02,13.33,3.7,31.59,0.96,6751.32,13.1,,07-31
161,300692,中环环保,0.58,16.0,5.58,10.9,0.99,4618.78,40.74,,07-31
162,002891,中宠股份,0.9,21.62,4.32,23.42,0.89,6727.5,20.81,,07-31
163,603976,正川股份,0.87,16.0,6.36,14.57,0.32,7051.13,16.17,,07-31
164,601949,中国出版,0.4,-11.11,2.95,14.39,0.3,58098.97,-11.51,,07-31
165,603557,起步股份,0.42,7.69,2.29,19.97,0.24,17566.54,16.62,,07-31
166,603129,春风动力,0.88,23.94,3.87,25.42,2.47,8826.78,48.89,,07-31
167,603181,皇马科技,0.6,-20.0,4.4,15.13,0.98,9013.0,39.29,,07-31
168,300688,创业黑马,0.79,618.18,3.46,26.18,0.84,4053.8,660.68,,07-27
169,300689,澄天伟业,0.83,53.7,5.26,17.52,1.28,4257.77,54.65,,07-27
170,300690,双一科技,2.07,5.08,7.52,30.97,2.0,10770.27,5.24,,07-26
171,300691,联合光电,1.17,58.11,6.06,21.38,0.61,7510.4,68.7,,07-25
172,603602,纵横通信,0.9,11.11,5.29,18.32,1.96,5370.69,10.67,,07-25
173,603721,中广天择,0.53,3.92,4.44,12.8,-0.05,4005.26,5.14,,07-24
174,603978,深圳新星,2.21,61.31,11.05,22.27,1.41,13279.35,61.45,,07-24
175,603359,东珠景观,1.09,17.2,7.15,16.42,1.44,18523.34,22.48,,07-24
176,603619,中曼石油,1.09,109.62,3.55,36.44,0.67,39412.08,109.02,,07-24
177,300687,赛意信息,1.37,90.28,4.43,36.47,0.78,8199.95,90.27,,07-21
178,002890,弘宇股份,0.76,-36.67,5.83,13.36,0.77,3777.33,-37.04,,07-20
179,603458,勘设股份,1.72,49.57,8.71,21.43,3.32,16058.92,50.6,,07-20
180,300685,艾德生物,1.12,220.0,5.13,24.43,0.54,6703.39,217.92,,07-20
181,603535,嘉诚国际,0.92,43.75,6.5,15.31,0.65,10393.2,44.02,,07-19
182,603860,中公高科,1.08,14.89,5.79,19.54,1.1,5392.97,14.5,,07-19
183,300683,海特生物,2.03,86.24,8.99,23.62,1.86,15705.34,88.43,,07-19
184,603880,南卫股份,0.69,1.47,3.37,21.06,1.32,5198.04,1.44,,07-18
185,300686,智动力,0.63,23.53,3.56,19.22,1.64,5890.56,23.69,,07-17
186,603725,天安新材,0.65,35.42,3.75,19.0,0.35,7188.33,36.06,,07-14
187,603825,华扬联众,0.86,32.31,5.32,15.45,-1.46,10267.35,31.76,,07-13
188,300682,朗新科技,0.34,70.0,2.25,15.4,0.15,12208.7,70.24,,07-12
189,300681,英搏尔,1.15,-31.95,4.71,27.91,0.52,6537.52,-29.16,,07-12
190,603357,设计总院,0.8,37.93,3.25,28.26,0.76,19576.35,39.66,,07-12
191,300680,隆盛科技,0.64,18.52,3.94,16.82,0.96,3251.39,17.32,,07-11
192,300679,电连技术,3.98,56.08,11.19,41.63,3.11,35862.03,58.72,,07-11
193,603233,大参林,1.19,-3.25,3.66,37.96,1.38,43018.87,8.79,,07-11
194,603063,禾望电气,0.73,-20.65,3.87,20.41,0.48,26211.34,-21.17,,07-10
195,002889,东方嘉盛,0.87,8.75,7.44,12.49,-3.04,9056.9,10.68,,07-10
196,601326,秦港股份,0.07,-74.07,,3.14,0.3,36502.91,-72.85,,07-04
197,001965,招商公路,0.67,,,,,293863.5,-5.13,,07-04
198,300678,中科信息,0.52,-4.47,4.46,12.2,-0.28,3876.1,-4.47,,07-04
199,601619,嘉泽新能,0.08,120.45,1.19,6.85,0.22,13696.87,163.3,,07-03
200,603676,卫信康,0.32,-48.39,1.28,25.01,0.29,11491.58,1.75,,07-03
201,002888,惠威科技,0.59,9.26,3.95,15.67,1.0,3704.46,10.89,,07-03
202,300677,英科医疗,1.18,18.0,6.89,18.8,1.08,8626.25,34.32,,07-03
203,603612,索通发展,0.49,-10.91,7.83,6.46,1.25,8891.5,-10.77,,06-28
204,603707,健友股份,0.71,195.83,3.65,21.37,-0.8,25723.96,193.81,,06-28
205,300676,华大基因,0.92,19.48,9.33,10.38,0.65,33269.09,26.93,,06-27
206,002884,凌霄泵业,2.58,31.63,10.01,25.66,2.58,15009.18,31.82,,06-27
207,002887,绿茵生态,2.87,46.43,11.97,27.19,2.02,17190.68,46.48,,06-27
208,300675,建科院,0.29,35.17,2.61,11.51,0.79,3153.96,35.18,10派0.65,06-26
209,603387,基蛋生物,1.4,32.08,3.46,43.15,1.58,13835.69,31.68,,06-26
210,000511,*ST烯碳,-0.41,-20600.0,,-43.45,,-47425.93,-21015.43,,06-24
211,603595,东尼电子,0.85,13.33,3.36,28.83,0.45,6344.01,12.11,,06-22
212,300672,国科微,0.61,10.91,8.49,7.57,0.11,5110.89,23.15,,06-20
213,603757,大元泵业,1.96,90.29,5.41,43.49,1.92,12288.41,89.79,,06-20
214,603305,旭升股份,0.57,159.09,1.44,48.92,0.69,20361.64,152.94,,06-19
215,603730,岱美股份,1.23,39.77,8.61,33.02,1.85,44451.01,40.11,,06-19
216,603933,睿能科技,1.21,92.86,5.01,27.24,0.7,9342.05,92.87,,06-15
217,603331,百达精工,0.58,56.76,3.72,16.96,1.0,5556.47,55.78,,06-15
218,300670,大烨智能,0.67,-2.24,3.06,24.69,0.48,5439.44,8.47,,06-14
219,300671,富满电子,0.51,41.67,3.54,15.42,0.63,3846.25,38.83,,06-14
220,002885,京泉华,1.0,29.87,5.8,18.77,0.87,6002.28,29.14,,06-13
221,002886,沃特股份,0.94,-16.04,6.06,16.77,0.7,5515.82,-12.77,,06-12
222,603801,志邦股份,1.48,34.3,5.55,30.49,2.48,17779.08,34.3,,06-12
223,603617,君禾股份,0.74,54.17,3.17,26.27,0.77,5517.11,63.28,,06-12
224,300669,沪宁股份,0.69,81.58,3.51,21.83,0.77,4357.35,81.71,,06-09
225,603938,三孚股份,0.72,-2.7,4.8,15.15,0.48,8107.43,-3.08,,06-08
226,603043,广州酒家,0.75,13.64,2.67,30.66,1.06,26671.6,13.67,,06-07
227,002883,中设股份,1.01,68.33,4.18,30.14,-0.23,4051.39,67.92,,06-06
228,300667,必创科技,0.63,31.25,3.17,22.17,0.49,3226.04,33.01,,06-05
229,300668,杰恩设计,1.29,20.56,4.13,37.18,0.51,4082.61,23.36,,06-02
230,002882,金龙羽,0.34,23.47,2.25,16.27,0.51,11798.69,23.46,,06-02
231,603335,迪生力,0.26,30.0,1.82,15.87,0.1,5017.67,32.66,,06-01
232,603380,易德龙,0.68,23.64,1.86,42.53,0.66,8099.63,24.1,,06-01
233,002881,美格智能,0.58,45.0,2.85,22.81,0.04,4671.34,46.67,,05-31
234,603679,华体科技,0.64,12.95,3.53,19.79,0.51,4806.56,12.94,,05-31
235,300665,飞鹿股份,0.64,1.59,4.38,15.84,0.46,3665.42,13.58,,05-25
236,603226,菲林格尔,1.08,4.85,4.9,22.02,1.59,7018.43,4.4,,05-24
237,603980,吉华集团,0.96,-42.79,5.35,19.11,1.33,38227.04,-42.81,,05-24
238,603879,永悦科技,0.44,12.82,2.41,19.49,0.34,4731.39,13.45,,05-23
239,300666,江丰电子,0.33,120.0,1.77,20.96,0.37,5494.08,130.41,,05-23
240,002880,卫光生物,1.89,22.73,6.25,34.3,1.56,15322.7,22.72,,05-22
241,603536,惠发股份,0.47,0.0,4.54,10.81,1.42,4211.95,-1.09,,05-22
242,002879,长缆科技,1.12,5.66,6.95,17.42,1.09,11521.52,5.33,,05-22
243,300661,圣邦股份,1.79,14.69,5.84,34.5,1.73,8069.31,14.69,,05-18
244,300663,科蓝软件,0.43,19.44,4.4,10.38,-0.09,4277.35,21.24,,05-17
245,300662,科锐国际,0.46,-6.12,2.17,21.83,0.15,6154.89,-6.51,,05-17
246,002878,元隆雅图,0.89,20.27,4.2,23.28,1.12,5025.07,20.62,,05-17
247,603659,璞泰来,0.96,255.56,,43.11,0.58,35369.56,256.21,,05-16
248,603200,上海洗霸,1.07,40.03,6.72,17.34,1.5,5926.8,40.03,,05-16
249,603496,恒为科技,0.83,20.84,3.63,25.37,0.76,6202.15,20.83,,05-16
250,002877,智能自控,0.5,6.38,3.52,15.27,0.42,4574.22,7.15,,05-15
251,603286,日盈电子,0.47,4.44,3.75,13.38,0.31,3106.95,4.48,,05-15
252,002876,三利谱,1.21,-10.37,7.5,17.59,-0.03,7281.82,-9.78,,05-12
253,300660,江苏雷利,3.05,74.29,9.26,38.6,2.72,23087.12,74.26,,05-11
254,603042,华脉科技,0.82,76.82,4.51,18.4,1.13,8395.32,76.8,,05-11
255,002875,安奈儿,1.05,10.53,4.86,24.35,0.82,7911.74,11.58,,05-10
256,603326,我乐家居,0.57,21.28,2.53,25.32,1.21,6874.1,21.77,,05-10
257,300658,延江股份,1.19,40.0,3.31,43.0,1.12,8942.01,39.78,,05-09
258,603196,日播时尚,0.42,0.67,2.69,16.49,0.59,7562.46,0.67,,05-08
259,300659,中孚信息,0.79,-1.25,2.55,35.19,0.32,4835.4,-1.38,,05-08
260,603316,诚邦股份,0.4,90.48,2.79,15.38,0.31,6068.28,92.84,,05-08
261,300624,万兴科技,1.17,24.47,4.01,30.99,1.14,7043.16,24.71,,05-05
262,300656,民德电子,1.03,-4.16,3.7,32.32,0.9,4630.94,1.71,,05-05
263,002873,新天药业,1.1,35.85,5.4,22.74,1.19,5706.95,35.85,10派2.3,05-04
264,300655,晶瑞股份,0.51,19.29,4.39,12.24,0.4,3389.78,19.3,,05-03
265,603855,华荣股份,0.46,-11.54,3.21,14.92,0.73,11321.33,-13.13,,05-03
266,603383,顶点软件,1.12,-17.04,7.47,16.14,1.51,7048.16,-15.97,,05-02
267,300657,弘信电子,0.58,28.89,6.04,10.04,0.77,4536.81,30.03,10派2.3,05-02
268,002872,天圣制药,1.41,16.53,11.35,13.26,3.19,22449.7,16.94,,05-02
269,603197,保隆科技,1.51,94.59,6.71,24.25,1.97,13235.35,94.6,,05-02
270,000592,平潭发展,0.01,-76.14,,0.64,,2027.96,-46.22,,04-29
271,000611,天首发展,0.02,-101.44,,2.67,,512.89,-101.44,,04-29
272,600781,辅仁药业,0.1,-37.5,,4.88,,1765.67,-36.43,,04-29
273,600423,*ST柳化,-2.04,67.21,,,,-81623.98,68.11,,04-29
274,000681,视觉中国,0.31,33.28,,9.81,,21465.92,36.24,,04-29
275,600854,春兰股份,0.02,8.37,,0.63,,1208.92,8.02,,04-29
276,600177,雅戈尔,1.51,-22.96,,16.68,,368474.73,-15.71,10派5转4,04-29
277,000818,航锦科技,0.16,-8.06,,5.16,,11207.66,-7.75,10派0.47,04-29
278,600642,申能股份,0.54,15.6,,10.09,,246090.91,15.46,10派2.2,04-29
279,600661,新南洋,0.71,204.22,,21.01,,18286.57,204.26,,04-29
280,600730,中国高科,0.96,336.36,,33.62,,56350.26,709.67,,04-29
281,600746,江苏索普,0.07,-207.24,,5.09,,2178.27,-207.28,10派0.35,04-29
282,600432,*ST吉恩,-1.36,-24.02,,-52.61,,-218598.01,-23.82,,04-29
283,600236,桂冠电力,0.43,-21.07,,20.07,,259455.11,0.99,10派1.3,04-29
284,000065,北方国际,0.95,15.85,,16.79,,46104.9,110.67,10派0.9,04-29
285,002548,金新农,0.42,27.27,,9.96,,15882.27,53.38,10派1.5,04-29
286,300277,海联讯,0.08,30.0,,5.5,,2612.1,240.05,10派0.5,04-29
287,000410,沈阳机床,-1.83,119.56,,-103.34,,-140332.93,119.95,,04-29
288,002323,雅百特,0.32,-76.88,,33.96,,24090.29,-9.5,10派0.34,04-29
289,300056,三维丝,0.6,185.71,,16.78,,22061.48,220.32,,04-29
290,601888,中国国旅,1.85,20.08,,15.26,,180819.05,20.07,10派10转10,04-29
291,002055,得润电子,0.09,-55.84,,2.17,,3867.56,-54.6,10派0.2,04-29
292,600881,亚泰集团,0.06,-175.0,,1.31,,15193.23,-180.14,,04-29
293,600960,渤海活塞,0.12,192.0,,4.68,,11791.6,428.15,10派0.26,04-29
294,002504,*ST弘高,0.23,-64.62,,23.81,,23976.34,-11.2,,04-29
295,600653,申华控股,0.04,15.84,,2.99,,6660.28,25.7,,04-29
296,000909,数源科技,0.07,-27.0,,2.86,,2144.3,-23.91,10派0.39,04-29
297,600690,青岛海尔,0.83,17.16,,20.41,,503665.22,17.11,10派2.48,04-29
298,600193,创兴资源,-0.3,-300.0,,-39.86,,-12790.88,-298.72,,04-29
299,600587,新华医疗,0.09,-86.96,,1.07,,3463.63,-87.67,10派0.45,04-29
300,600236,桂冠电力,0.43,-21.07,,20.07,,259455.11,0.99,10派1.3,04-29
301,000065,北方国际,0.95,15.85,,16.79,,46104.9,110.67,10派0.9,04-29
302,002548,金新农,0.42,27.27,,9.96,,15882.27,53.38,,04-29
303,300277,海联讯,0.08,30.0,,5.5,,2612.1,240.05,,04-29
304,000410,沈阳机床,-1.83,119.56,,-103.34,,-140332.93,119.95,,04-29
305,002323,雅百特,0.32,-76.88,,33.96,,24090.29,-9.5,,04-29
306,600432,*ST吉恩,-1.36,-24.02,,-52.61,,-218598.01,-23.82,,04-29
307,600960,渤海活塞,0.12,192.0,,4.68,,11791.6,428.15,,04-29
308,002504,*ST弘高,0.23,-64.62,,23.81,,23976.34,-11.2,,04-29
309,600653,申华控股,0.04,15.84,,2.99,,6660.28,25.7,,04-29
310,000909,数源科技,0.07,-27.0,,2.86,,2144.3,-23.91,10派0.39,04-29
